,TW_NO,TW_TIME,TW_TEXT,FAV,RT
673,1203640296740810753,2019-12-08 20:39:43,時間かけて100点を出すより、速攻で50点を出せってよく言われるけど時間をかけても50点しか出せない人間は社不確定ですよ,3,0
674,1203561429464338432,2019-12-08 15:26:20,クリスマスでござる https://t.co/WhRtfRofEK,2,0
675,1203528627943428097,2019-12-08 13:16:00,ま、貧乏人なので本家なんぞ買いませんけどね〜,0,0
676,1203528052329705473,2019-12-08 13:13:42,AirPodsのパチモン、重低音が毎回音割れしててなんかもう耳がアホになりそうさすがに2000円クオリティはまずかった,3,0
677,1203517976500035584,2019-12-08 12:33:40,さすがにスープカップくらい買ってくるかあ,0,0
678,1203517771595673601,2019-12-08 12:32:51,コーンスープをつくろうと思ったけど食器がおわんしかなかった事件,0,0
679,1203517396557807616,2019-12-08 12:31:22,#新しいプロフィール画像 https://t.co/0OeTVIqOVt,1,0
680,1203516974048796672,2019-12-08 12:29:41,クリスマスシーズンだけトプ画変えるの、ありだな,1,0
681,1203498672022933504,2019-12-08 11:16:57,RT @n_alzn: 妻「バター買ってきてくれない？あと卵があったら6個お願いね」夫「了解」…夫「ただいま」妻「なんでバター6個も買ってきたの！？」夫(プログラマー)「卵があったから…」　　　　　　　　　　終　　　　　　　　制作・著作…,0,46867
682,1203327046937563136,2019-12-07 23:54:59,#マスカレードホテル観に行ったけど犯人忘れちゃった,0,0
683,1203255958194946048,2019-12-07 19:12:30,RT @genbaneko_bot: https://t.co/MT9UVoXFKW,0,826
684,1203255743350095872,2019-12-07 19:11:39,RT @mk23_ejmk_toy: 実家猫の身体能力高い https://t.co/WNPurS4zGf,0,19421
685,1203238955971334144,2019-12-07 18:04:56,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
686,1203134658721935360,2019-12-07 11:10:30,RT @niggerofpokemon: 雅楽 https://t.co/bQ7WXY4XS4,0,32696
687,1202878169486782464,2019-12-06 18:11:18,BFの日本兵はツボるからやめろ,1,0
688,1202878070048215040,2019-12-06 18:10:54,RT @K3auw: 世界一情報量の多い220ダメージ#ポケモン核投 #Nintendexplosion https://t.co/Xdm9m9eyZT,0,4492
689,1202552420762411010,2019-12-05 20:36:54,RT @WD_TCM: 今日ラーメン食ってるオタク全員恨むからな,0,9
690,1202552240961028096,2019-12-05 20:36:11,RT @5Hanayome: ㊍エール 四葉108 https://t.co/vYsitUjO80,0,2088
691,1202463669826703360,2019-12-05 14:44:14,"RT @conan_movie: 🎬 #緋色の弾丸 特報映像が解禁✨ｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ　　　　時速1,000km　　　　　　　　真空超電導リニア　　　　　起動ー！　　　　ｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ…",0,122479
692,1202204257392328704,2019-12-04 21:33:25,いやでもこれ花嫁確定してなくないか…？どうなんだ…？？？,1,0
693,1202122105015291905,2019-12-04 16:06:58,#Orangestarさんおかえりなさい待ってました,0,0
694,1202101411158249472,2019-12-04 14:44:45,RT @akirararagi: 現場猫（キョダイマックスのすがた） https://t.co/fD8G7e9mUY,0,7812
695,1202077488454815744,2019-12-04 13:09:41,勝ちました https://t.co/1Gkw263UpL,1,0
696,1202074241262223361,2019-12-04 12:56:47,くそがよ,1,0
697,1201784009912532993,2019-12-03 17:43:30,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
698,1201682779542450177,2019-12-03 11:01:15,猫飼いてぇ〜～〜,0,0
699,1201682588626087936,2019-12-03 11:00:29,RT @pandania0: 枕草子な猫　#猫の昔話 https://t.co/FbBLMgmsxL,0,17294
700,1201466594460717056,2019-12-02 20:42:12,今期の星合の空くっっそすきだからみんな見てマジで現代の青春アニメとして完璧,3,0
701,1201466121250992129,2019-12-02 20:40:20,最近少年漫画的なキラキラしたものを見せられると「おじさん泣いちゃうよぉ～」状態になってふと我に返って自分の空虚さに絶望するのでしんどい,2,0
702,1201464631757176832,2019-12-02 20:34:25,星合の空、ガチで自分の人生に刺さる神アニメ,1,0
703,1201412491407843329,2019-12-02 17:07:13,月曜5限は授業ですよ！！！！,3,0
704,1201356015444185090,2019-12-02 13:22:48,哲学ちこくまん,3,0
705,1201073505128763392,2019-12-01 18:40:13,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/Tz5bELOQUc,0,0
706,1201033296332722178,2019-12-01 16:00:26,社会学のレポートって文字数制限あったっけ？,2,0
707,1201028363197960194,2019-12-01 15:40:50,ワードの使い方があんまよくわかんないのでレポート書くの毎回めっちゃ苦労している,2,0
708,1201009531536302080,2019-12-01 14:26:00,来期のマギレコにすべてを期待している,0,0
709,1200983929525682176,2019-12-01 12:44:16,線型写像、初見だとガチで意味不明すぎてわろてる,1,0
710,1200969959997730817,2019-12-01 11:48:46,これすぎて1度も売ったことがない https://t.co/vNYgoftR3n,3,0
711,1200968150277210112,2019-12-01 11:41:34,RT @kira_kira_eps: 来年はＧＷはありません,0,2
712,1200812434065252354,2019-12-01 01:22:48,さて、やってはいけないことをしますか,0,0
713,1200812244918882309,2019-12-01 01:22:03,いやあ…推しが酔いどれ配信してるよ…ギャップ萌えやばすぎて尊死,0,0
714,1200801437959127040,2019-12-01 00:39:07,推しが生放送やるならたとえ火の中水の中布団の中でも飛んでいきます,1,0
715,1200801103211716613,2019-12-01 00:37:47,僕の夜ふかしが決定しました https://t.co/JhtIJBZOBc,0,0
716,1200791851151716353,2019-12-01 00:01:01,キャスト陣がつよすぎる全員家に呼んで耳かきして欲しい,0,0
717,1200791724139827200,2019-12-01 00:00:31,RT @kanoko46: たくさんの声優さんに参加いただくことになりました！幸せホクホク⸜(* ॑꒳ ॑* )⸝【ブログ更新】新作キャスト公開～(*´꒳`*) | かの仔＠音撫屋 https://t.co/h1Z2PLpbbC #Ci_en #制作 #キャスト公開 #声優,0,157
718,1200785055347429376,2019-11-30 23:34:01,RT @Gelidium_31: こんばんは！いまわたしはよっぱらっています,0,37
719,1200785048602992642,2019-11-30 23:33:59,RT @Gelidium_31: ふんふんふふふんふ,0,20
720,1200736720112635904,2019-11-30 20:21:57,明日社学のレポやらなきゃ…,1,0
721,1200715890200731648,2019-11-30 18:59:11,まーじーでーだーれーかーつーくーってーーーー,3,0
722,1200715786173599744,2019-11-30 18:58:46,おなかへった…ごはん…,1,0
723,1200441499910950918,2019-11-30 00:48:51,RT @mangatimekirara: 【きららキャラット1月号】TVアニメ「恋する小惑星」は2020年1月3日(金)放送スタート！ 第1話先行上映イベントも開催決定！ OP＆ED主題歌アーティストの東山奈央さんと鈴木みのりさんからそれぞれコメントもいただいてますっ！ htt…,0,491
724,1200376319759933441,2019-11-29 20:29:51,つよすぎるぞ刺さりすぎてるぞ素晴らしい,1,0
725,1200375928854990848,2019-11-29 20:28:18,morning arch 入ってる +99999点ハミングガール 入ってる +114514点じょしらくOP 入ってる +999999点,0,0
726,1200375658116857856,2019-11-29 20:27:13,RT @animeseiyu: 神前 暁、作曲家デビュー20周年記念CDのリリースが決定！『涼宮ハルヒの憂鬱』『らき☆すた』『化物語』『かんなぎ』など、本人セレクトによる珠玉の楽曲を収録！https://t.co/3JEqFZsMKp,0,73
727,1200372887577714688,2019-11-29 20:16:12,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
728,1200363700030328832,2019-11-29 19:39:42,この2日間でネックウォーマーと手袋をダブルでなくしました死,1,0
729,1200328716582211585,2019-11-29 17:20:41,RT @nhk_seikatsu: ことしの子どもの名前１位 男の子は「蓮」 女の子は「凛」新しい元号になってから初めての調査となりましたが、新元号にちなんだ「令」や「和」の文字を入れた名前は上位に入りませんでした。https://t.co/NYlSIaVEKI,0,6594
730,1200320116602204161,2019-11-29 16:46:31,1129の日なのにさわやか行けないのしんどすぎる誰か連れてって,5,0
731,1200251807345197056,2019-11-29 12:15:05,まじでチュートリアル以外いらねぇな,1,0
732,1200225746356228098,2019-11-29 10:31:31,ハニワ×さなぷりを久々に聞いて高まりマン病名恋ワズライと未来図がおにつよ,1,0
733,1200038490827710464,2019-11-28 22:07:26,具体的な将来設計とか聞いてくんじゃねーよクソくらえだ知るか,2,0
734,1199873874088710146,2019-11-28 11:13:18,女子無駄のドラマ化はちょっと気になる,0,0
735,1199720562987134976,2019-11-28 01:04:06,余ったミートソースをパンにつけて食べるという世紀の大発見をする男(太る),2,0
736,1199708260762144769,2019-11-28 00:15:13,今から飯を食うんだが,1,0
737,1199701300956413952,2019-11-27 23:47:34,たかてー金曜から日曜に変更になったのでよろちくね,3,0
738,1199662119219712002,2019-11-27 21:11:52,あかん社学のれぽーとやらんとしぬやん,2,0
739,1199661501583253505,2019-11-27 21:09:25,そなんとかさん多分フォローしてないから垢教えて(),1,0
740,1199661081313959937,2019-11-27 21:07:45,カメラロール見たらうぃすてさんとそなんとかさんの隠し撮りがあったのでこっそり消した,3,0
741,1199639754230288385,2019-11-27 19:43:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
742,1199628758111543297,2019-11-27 18:59:18,うおおーーーー鬱作業ひとまず終了ーー！！！！,0,0
743,1199599240059604992,2019-11-27 17:02:00,情報量が多すぎて処理しきれない,1,0
744,1199542408536449024,2019-11-27 13:16:11,虚無モードになっている,0,0
745,1199494303485030400,2019-11-27 10:05:02,うしろの陽キャ文句言うなら黙るか帰れ,1,0
746,1199470437324865536,2019-11-27 08:30:11,あああああああああああああああ,0,0
747,1199364101018771456,2019-11-27 01:27:39,俺のやりたかった青春がここに存在しててガチ覇権泣きアニメ https://t.co/mNEWLheG5o,2,0
748,1199359648110743553,2019-11-27 01:09:57,ここらへんの時期の曲は大体わかる(はず) https://t.co/DLXCsK5tSY,2,0
749,1199358820134223873,2019-11-27 01:06:40,あ、あと雨宮天の可愛くなりたいもガチ,2,0
750,1199357895608958976,2019-11-27 01:02:59,東京サマーセッションはガチでつよつよのつよ,3,0
751,1199347501418958850,2019-11-27 00:21:41,いい感じにアル中カラカラできそうね(僕はカルピスソーダだけど),2,0
752,1199346892544495621,2019-11-27 00:19:16,RT @Kuntotu: 自分を大蛇丸と信じて止まない一般男性が、自作の唐揚げとビールで優勝する動画です。 https://t.co/KaD9F7shf6,0,42333
753,1199339710436401152,2019-11-26 23:50:44,今週の金曜日にゑどんがたか邸襲来すんだけど誰かこれるやついねえ？？,3,0
754,1199339449500368903,2019-11-26 23:49:42,サシはきついな,1,0
755,1199316547396759552,2019-11-26 22:18:41,本屋で2時間くらい立ち読みするのくっっそ楽しすぎたおかねほしい…,1,0
756,1199291486346498051,2019-11-26 20:39:06,明日唯一の1限じゃん,2,0
757,1199274508332359680,2019-11-26 19:31:38,うーんこれは観とけばよかった,1,0
758,1199274450178342914,2019-11-26 19:31:25,RT @PSiseka: 今日の配信で男●器を連呼してた月ノ美兎さんですが、ポケモンシールド実況における清楚？な発言を集めましたのでここに公開します。#ミトのポケモン盾 https://t.co/MIvczKdjnp,0,6360
759,1199259464316010496,2019-11-26 18:31:52,うめさんが某有名格ゲーマーの親戚ってマジですか,0,0
760,1199164920123678720,2019-11-26 12:16:11,チキンクリスプっていつから110円になった？増税後から？,1,0
761,1199161188623323136,2019-11-26 12:01:21,有能な情報をげっとした,1,0
762,1199161139256414209,2019-11-26 12:01:09,RT @ro_to_XX614: 大学でミラクル交換やろうとしたら、tcu wifiがswitch非対応だった件,0,1
763,1199132659097583616,2019-11-26 10:07:59,欲しいものリストがじゃんじゃん増えていき、お金は目の前のアイスとラーメンに消えていく2019,4,0
764,1199119511762296832,2019-11-26 09:15:44,クレカの支払い普通に忘れてたあっぶね…,2,0
765,1199105696744083456,2019-11-26 08:20:51,RT @genbaneko_bot: 今日も一日 https://t.co/6LXotkwZ0S,0,2498
766,1198924521538899968,2019-11-25 20:20:55,いまやってる作業終わらせたらどっか食べにいきたいでげそ,1,0
767,1198924366324436992,2019-11-25 20:20:18,うおおおおおお鬱作業を開始ーーーーーーーーーー,2,0
768,1198922259894657024,2019-11-25 20:11:56,わかくんにブロ解されてたのに今日まで気づかなかったのさすがにTLを見てなさすぎてまずい,2,0
769,1198914920269508608,2019-11-25 19:42:46,すっごくつかれた,0,0
770,1198899095823245315,2019-11-25 18:39:53,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
771,1198883550428155904,2019-11-25 17:38:07,らぴーとくんが作った工学リテラシーの講義ノートがつよつよすぎて涙が止まらない,1,0
772,1198829726669819905,2019-11-25 14:04:14,あースマホ使ってもええんか,1,0
773,1198829625532506112,2019-11-25 14:03:50,ノート参照可だけどこれスマホ大丈夫なんかな…,3,0
774,1198826858818617349,2019-11-25 13:52:50,最優秀受験勉強作業用BGM大賞最優秀賞受賞の1曲 https://t.co/N21QSMIJMn,1,0
775,1198826373709619200,2019-11-25 13:50:55,最近はどのYouTuberもらららコッペパン使うかららららコッペパンは陽キャ曲やぞ,1,0
776,1198825565249130496,2019-11-25 13:47:42,頭使わなくていいから死ぬほど楽だ,1,0
777,1198824811704672257,2019-11-25 13:44:42,スマホのメモにだらだら板書写してるだけだけどたのしい,1,0
778,1198820597888798721,2019-11-25 13:27:58,哲学の先生喋り方がぶっとびすぎて鬱な気持ちがどんどん消えていくわ,5,0
779,1198820323107299329,2019-11-25 13:26:52,哲学来たけどbotti,4,0
780,1198806503722905602,2019-11-25 12:31:57,眼鏡の度を変えたほうがいいかもしれない,0,0
781,1198786925315756034,2019-11-25 11:14:10,まーーた服が乾いてない事件発生してるよ,1,0
782,1198784989719957504,2019-11-25 11:06:28,数日間鬱ってたけど回復した,1,0
783,1198212071894052865,2019-11-23 21:09:54,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
784,1198100162343657476,2019-11-23 13:45:12,ああああああ昨日22日じゃん魂心家あああああああああああああああくそくそくそくそくそくそくそくそ,2,0
785,1198094585316012037,2019-11-23 13:23:03,ポケモンやりたいのに…,0,0
786,1197878518748598272,2019-11-22 23:04:29,時間をもっと上手く使いたい,1,0
787,1197878065721794560,2019-11-22 23:02:41,RT @akinokaedevo: マジで「締め切りのない仕事ができない」と「やらなきゃいけなくなるとできなくなる」の二点がやばくて、でもこれはもうそういう個性だから、ちゃんと理解して、無理のない形で改善したい。できるだけ前向きに、皆様に、これからも応援したい思っていただけるよ…,0,5
788,1197859963273527297,2019-11-22 21:50:45,RT @retokani: キングラー級の美味しさです。 https://t.co/4IE9fDIlPY,0,33742
789,1197787303692754946,2019-11-22 17:02:01,今日冷凍チャーハンしか食ってない,0,0
790,1197483015259049984,2019-11-21 20:52:53,くそわかる https://t.co/bYsZZG65nh,0,0
791,1197474046016802816,2019-11-21 20:17:15,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/k9yO5GFTgf,0,0
792,1197177769735573509,2019-11-21 00:39:57,RT @ptrst102: S 閲覧しないことに理由が必要ポケ徹A 非常に有益な情報群紫電wiki 役割論理wiki ネタポケwiki ポケモン王国 ポケモン板B 比較的有益だが、鵜呑みにすんなよTwitter ポケモンwiki 対戦考察まとめwiki ワザップ…,0,5555
793,1197113132172267520,2019-11-20 20:23:06,今回は圧倒的に嫌そうな顔をして対応したのですぐ帰ってくれました,1,0
794,1197112652801011713,2019-11-20 20:21:12,あれ初めましてだっけ？とか言ってきたからそうですねーーって言っといた,2,0
795,1197112274399318016,2019-11-20 20:19:42,モーニングサン新聞のおじさんがまた来た,2,0
796,1197100039102840832,2019-11-20 19:31:05,というわけで物理(3)の人達は頑張って下さい https://t.co/Z2cGeSaWvD,4,0
797,1197093469971341312,2019-11-20 19:04:58,今日はTAPのリアルをそれなりに聞けた,3,0
798,1197092881820831744,2019-11-20 19:02:38,RT @skgk295: ポケモン厳選で得られるもの・強い個体失うもの・思考力・感情・時間,0,5
799,1197011291178557440,2019-11-20 13:38:25,無知晒しまくって死にたいのお気持ち,0,0
800,1197009508641329152,2019-11-20 13:31:20,謙虚にやるしかないのかね,0,0
801,1197008989222891521,2019-11-20 13:29:17,まともに社会人やれる自信がねえ,1,0
802,1197008869756506112,2019-11-20 13:28:48,あーーークソガキがよーーーーーーーー,0,0
803,1196932413789573120,2019-11-20 08:25:00,アニメの実写化はそっと見て見ぬふりをします…,2,0
804,1196783522234548224,2019-11-19 22:33:21,だいぶ虚無虚無プリンになってるやばい,1,0
805,1196763478062587904,2019-11-19 21:13:42,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/Tz5bELOQUc,0,0
806,1196703591446110216,2019-11-19 17:15:44,肉じゃがを作ろうと思ったんだけど、じゃがいもを買うのを忘れたのでただの肉野菜の煮物にしかならなくなった,2,0
807,1196672410902130689,2019-11-19 15:11:50,誤情報なのでツイ消し,1,0
808,1196670781385654272,2019-11-19 15:05:22,一応課題の問題はやり終わったけど若干不安,2,0
809,1196670638200459264,2019-11-19 15:04:47,電気回路(1)の講義のほうの期末の過去問てございませんかね…,1,0
810,1196435639387865089,2019-11-18 23:30:59,伝説はどーせミントと王冠でいじるから厳選しなくておk,2,0
811,1196434687868071936,2019-11-18 23:27:12,まじかよペリ1万超えるやんどんだけポケモン流行ってんだよ,0,0
812,1196433884981784576,2019-11-18 23:24:01,ペリカンのYouTubeライブ6000人とかいってて笑うんだが,0,0
813,1196432865124204544,2019-11-18 23:19:58,野上さんは勝ちでしょ最強すぎる https://t.co/PsMODx0YF1,3,2
814,1196432359396012038,2019-11-18 23:17:57,RT @hikaru__kibou: はいどうも！NTRじ次回ゲスト予習のコーナー行くぞ！次回ゲスト、野上菜月様出演の作品！こいつを予習ツイできる日を俺は長年待ち続けた！かの仔様、伊ヶ崎綾香様と圧倒的豪華キャスト！音声作品何聴けばいいの？と聞かれたら最初にこれと言…,0,26
815,1196421722305523712,2019-11-18 22:35:41,ハッシュタグでバンバン交換してくか,1,0
816,1196421406923182081,2019-11-18 22:34:26,テッシードやどりぎとはたき遺伝なの忘れてた,1,0
817,1196419215923695616,2019-11-18 22:25:44,ポケモン交換相手数人いるだけでも作業効率圧倒的に違うなやっぱ友達ゲーだわ,4,0
818,1196405417007468544,2019-11-18 21:30:54,またポケモン以外にやることが増えてきた月1万で孵化厳選をアウトソーシングしたい,2,0
819,1196397547176132608,2019-11-18 20:59:37,RT @NNPS_KM_SONYA: チノちゃん心の俳句 https://t.co/9fnsYNpn3L,0,535
820,1196317636658782209,2019-11-18 15:42:05,目黒線日吉方面のアナウンス、ナゴドのウグイス嬢の代打立浪みたいな感じの若干声高めな感じくそすき,3,0
821,1196307920083812353,2019-11-18 15:03:29,RT @CHiCOxxx_tweet: 【シングル情報】2020年1月よりMBS／TBS系全国28局ネット、“スーパーアニメイズム” 枠にて放送のTVアニメ第4期 「ハイキュー!! TO THE TOP」エンディングテーマをCHiCO with HoneyWorks担当さ…,0,1216
822,1196242992677322753,2019-11-18 10:45:29,サラスの方法とかいうのマジでごみごみ,1,0
823,1196189834638872576,2019-11-18 07:14:15,学校いくぜ,1,0
824,1196084340351848448,2019-11-18 00:15:03,さて明日一限テストですよ僕は大丈夫でしょうか,2,0
825,1196084183887597568,2019-11-18 00:14:26,ナットのSはさすがに妥協していい,0,0
826,1196083589248503808,2019-11-18 00:12:04,やっと2匹厳選終わった…,0,0
827,1196076430452379652,2019-11-17 23:43:37,てかまずそもそもモニター置く机ほしい(),0,0
828,1196076339536621568,2019-11-17 23:43:16,ゲーミングチェアがほしい…,1,0
829,1196044162849636352,2019-11-17 21:35:24,今作卵生まれるのバチクソ早くてたすかる,0,0
830,1196032186618499072,2019-11-17 20:47:49,休日が全部ポケモンで潰れてるから改めてこのゲーム常人がやるもんじゃねーなと思った,2,0
831,1196009565160005632,2019-11-17 19:17:55,RT @kashisu0: カポエラーに進化するときのBGMを新宝島に変えてみた#ポケモン剣盾 https://t.co/QfHpyuNaVS,0,239773
832,1196002344942456832,2019-11-17 18:49:14,あとテブナンの定理だけだけど萎えたから厳選やり,0,0
833,1195993517350195200,2019-11-17 18:14:09,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/Tz5bELOQUc,0,0
834,1195978034492276736,2019-11-17 17:12:38,サンデーの純ラブコメで育ってよかったなあ…,1,0
835,1195929026130411520,2019-11-17 13:57:53,・電気回路のおべんつよ・孵化厳選ready go！！！,1,0
836,1195751094254653441,2019-11-17 02:10:51,レイドバトルで結構4Vが手に入ったから親個体として結構使えそうだね,0,0
837,1195750632797290497,2019-11-17 02:09:01,メタモン厳選おわり！4Vは出なかったけど一応全ステータスのVが出たから大丈夫やね,1,0
838,1195734149593649152,2019-11-17 01:03:31,RT @Pokesol_info: ダイマックスポケモンの特性にはご注意下さい https://t.co/tPNDYiSvhZ,0,6615
839,1195730685706637313,2019-11-17 00:49:45,やっべマスターボール使っちゃったwwwwwwwww,1,0
840,1195721660701085699,2019-11-17 00:13:54,メタモン来たぞ！！！！,1,0
841,1195705574953910273,2019-11-16 23:09:58,オンラインのレイドバトルの戦闘アニメ消させてくれ,0,0
842,1195692582832967681,2019-11-16 22:18:21,RT @Pokesol_info: 【お金を超効率よく稼ぐ方法】①配布のキョダイマックスニャースを100Lvにする②クリア後、シュートシティ右側のトーナメントで各試合三回ずつダイマックス技「キョダイコバン」使用③対戦後、99999円拾う※キョダイコバンは霊タイプに無…,0,1869
843,1195672683884638208,2019-11-16 20:59:17,RT @pandahugohugo: 殿堂入り後にやること・まどろみの森にいってザシアンしばく・バトルタワー6回勝ってジャッジ機能解放(チームレンタルできる)・ターフタウンでかわらずのいしを拾う・ナックルシティで赤い糸をBPと交換・キルクスタウンのホテルイオニア2階の…,0,1195
844,1195672648916717568,2019-11-16 20:59:08,RT @pandahugohugo: ・レイドバトルで高個体値のメタモンを捕まえる(ムゲンダイナに手持ちのふしぎなアメ全部食わせておくと良い)・ガラル鉱山でトロッゴン(ほのおのからだ要因)を捕まえる・まどろみの森でムンナ(シンクロ要因)を捕まえる,0,280
845,1195672641249497088,2019-11-16 20:59:06,RT @Pokesol_info: 【高個体メタモン厳選方法】①ワイルドエリアのWショップで「ねがいのかたまり」を購入②エリア内の紫の渦が巻いている特別なレイドを全て枯らす③ストーンズ原野、東端の巣にねがいのかたまりを使用（添付動画参照）④メタモンの場合捕獲、メタモン…,0,17376
846,1195661601325514753,2019-11-16 20:15:14,とりま少し休憩 https://t.co/Xz1ePlj7ax,2,0
847,1195659079110123520,2019-11-16 20:05:13,ダイマックスポケモンに対しては一撃必殺も効かないらしいね,1,0
848,1195657025306255360,2019-11-16 19:57:03,腹が減ってんだけどPROコンを何故か握りしめてバトルタワーを虚無状態で周回している,1,0
849,1195655370074546177,2019-11-16 19:50:29,RT @Pokesol_info: ダイマックスの状態では、こだわりスカーフ等の拘り系のアイテムを持っていても効果を受けないことが判明しました。ダイマックス中のみ技選択の撃ち分けが自由になり、1.5倍になった数値が通常に戻ります。https://t.co/fR2IPbT…,0,368
850,1195640951613444096,2019-11-16 18:53:11,RT @KJdPn73pddx0te5: バトルタワー33勝でマスターボール級ですふしぎなあめ約20個ようきミントいじっぱりミントひかえめミントおとなしいミント　×2わんぱく　のうてんき　ずぶとい　なまいきミントとくせいカプセル ×2ぎんのおうかん×8きんのお…,0,21
851,1195619281280462848,2019-11-16 17:27:04,あっなんだイーブイの進化系いるのかやばい情報がガバりすぎてるからもう少し調べよう,1,0
852,1195615670039240704,2019-11-16 17:12:43,やっとチャンピオン倒したーーーこっからはふしぎなアメ収集してムゲンダイナ100Lvにしてからのメタモン捕獲でいいかなーー,1,0
853,1195556440192122880,2019-11-16 13:17:22,おしゃんてぃーなところ来てしまったったよ https://t.co/TVY1TYaMXZ,2,0
854,1195469020343914498,2019-11-16 07:29:59,電車の中でSwitch開くのなんか新鮮だわ,1,0
855,1195383223691304962,2019-11-16 01:49:04,そしてわざマシンにねこにこばんと三色パンチ復活とか赤緑金銀をプレイした懐古厨の方はさぞ喜ばれるでしょうね,0,0
856,1195382640641097728,2019-11-16 01:46:45,もう5Vメタモン取ったのかよ草,0,0
857,1195382566343151616,2019-11-16 01:46:27,RT @pelicaNCancAn: 対戦ありがとうございました https://t.co/Qv34sIj2pM,0,213
858,1195372883695951873,2019-11-16 01:07:59,ポケモンやり始めた時からポケモンを対戦の道具としてしか使ってこなかったので好きなポケモンとか嫁ポケとかいう概念をあまりよく理解できなかったりする,1,0
859,1195369459453579270,2019-11-16 00:54:22,ポケットモンスターいまからラーメン食べる/寝る,1,0
860,1195368090172702722,2019-11-16 00:48:56,ピカブイの時点でね…赤緑のリメイクだからね…,0,0
861,1195367996400685069,2019-11-16 00:48:33,ダイパリメイクとかいう可能性はもうおそらくとっくに捨てているのでア,0,0
862,1195362994995089409,2019-11-16 00:28:41,これはバロリの戦績でかいな(白目),0,0
863,1195362873679069186,2019-11-16 00:28:12,RT @raibarori: オニゴーリから国民を守れました。 https://t.co/Lr6GaSd1rT,0,1526
864,1195350646670663680,2019-11-15 23:39:37,ジムは今日で全部終わるけどチャンピオンは明日かなー,1,0
865,1195344694168809472,2019-11-15 23:15:58,ポケモン、新作出る度に女性ポケモントレーナーがえっちすぎるとか毎回言われるのほんまおもろい,1,0
866,1195305207367733248,2019-11-15 20:39:03,メタモンの厳選作業入ってる民いるけど、確率がくそ低いらしい,0,0
867,1195304642407616512,2019-11-15 20:36:49,てか今回出るポケモンマジですくねえな…全400匹中新ポケ除いたら既存のポケモンマジですくねえ,0,0
868,1195304283014488064,2019-11-15 20:35:23,やべーポケモンめちゃくちゃたのしい,1,0
869,1195278365285969921,2019-11-15 18:52:24,RT @asaka_info: 🌸お知らせ①🌸へやキャン△主題歌シングル「The Sunshower」が2020年1月29日（水）に発売決定しました！「The Sunshower」作詞作曲はTVアニメ『ゆるキャン△』EDを担当した佐々木恵梨さん！亜咲花７枚目のシングルです…,0,233
870,1195262761363599362,2019-11-15 17:50:23,この子くっっっっそかわいい https://t.co/EXICa2zJ0s,1,0
871,1195253387257774080,2019-11-15 17:13:08,みんなからの匿名質問を募集中！こんな質問に答えてるよ● いつもうちの後輩が部活でお世話…#質問箱 #匿名質問募集中https://t.co/Tz5bELOQUc,0,0
872,1195176567879565313,2019-11-15 12:07:53,入学式に履いてきたフォーマルソックス履くぞ✊✊✊,2,0
873,1195176420198121472,2019-11-15 12:07:18,【悲報】靴下すべて洗濯なう,1,0
874,1195171665451159552,2019-11-15 11:48:24,うおーー今日ばっかりは学校行きたくないべよ,0,0
875,1195161251002740737,2019-11-15 11:07:01,ジムに挑戦するときにユニフォームを着ることになってるらしく、そこで背番号を選べるということなので、僕は浅尾と同じ41番を背負っていきます,2,0
876,1195160519860088832,2019-11-15 11:04:07,ハマININの人だったのか…,0,0
